的	3957141
我	3669472
你	3282942
了	2141739
是	1670639
在	1023023
他	904210
我们	827393
不	725410
吗	652753
好	558010
什么	534934
有	511680
就	504482
吧	502836
她	488294
这	440271
知道	437631
说	413852
都	413654
去	370927
很	365403
啊	358257
要	352653
也	336670
他们	330294
和	323973
那	323364
想	317123
人	315856
会	312399
一个	286202
来	279006
把	259336
对	257560
没有	257229
做	256927
不是	253201
让	235971
给	232587
可以	213363
你们	207368
呢	203137
但	200270
到	195057
还	192818
现在	191204
这个	184608
能	183817
怎么	174335
就是	174001
跟	172998
如果	171340
没	171205
它	170019
走	169161
上	163659
得	157393
被	156912
这里	155860
这样	154329
个	148111
看	142855
事	136748
自己	134251
着	133440
谁	127180
过	126905
不会	126661
告诉	121954
为什么	119165
不能	118579
真的	117819
先生	115604
只是	115329
不要	114532
这是	113425
已经	111924
再	108389
哦	107476
需要	104694
因为	103803
谢谢	103359
像	102722
这么	100276
可能	98736
但是	97940
那个	97172
所以	95494
喜欢	94248
又	92798
叫	92723
快	92473
我要	91413
觉得	90238
别	89878
听	88997
找	88902
里	88316
还有	86154
时候	85885
东西	85443
等	84043
死	83694
多	83326
从	82805
我会	82721
一起	82570
应该	80917
我們	80892
这些	80491
请	78036
孩子	77837
看到	76397
一下	75952
那么	75600
为	75445
嗎	75041
而	73889
您	71712
才	71045
用	70127
还是	69657
嗯	68924
问题	68808
工作	68195
一样	67580
呀	66299
开始	65701
吃	65392
嘿	64649
当	64152
真	63782
中	62747
然后	62651
看看	62631
說	62539
地方	61961
一定	61403
将	61310
希望	61212
朋友	61124
今天	59831
拿	59701
一	59154
啦	59038
事情	58749
一直	58600
所有	58300
找到	57999
什麼	57953
哪	57922
当然	57824
们	57747
回来	57701
不想	57531
更	56704
最	56437
帮	56384
没事	54978
只	54737
那些	54687
可	54677
明白	54299
的话	54266
爸爸	54140
下	54021
太	53888
离开	53576
一切	53550
时间	53544
相信	53265
妈妈	52775
想要	52767
爱	52273
发生	52014
打	51894
点	51607
來	51606
钱	51381
大	51218
起来	51203
真是	50761
你好	50640
抱歉	50333
必须	50284
认为	50036
一点	49989
非常	49809
那里	48875
对不起	48834
天	48822
也许	48806
大家	48356
哪里	48077
有人	48030
该	47800
意思	47296
杀	45836
准备	45490
并	45252
出来	45071
与	43845
时	43426
不过	43421
一些	43319
为了	42835
带	42790
女人	42510
这儿	41851
后	41251
只有	41172
过来	41005
比	40956
一次	40766
得到	39988
и	39923
很多	39668
任何	39594
这种	39590
小	39473
怎么样	39364
對	38384
感觉	38329
年	38181
是不是	37975
以为	37929
而且	37779
前	37674
生活	37632
男人	37624
之前	37558
喂	37491
问	37160
发现	37040
噢	36705
可是	36669
快点	36485
嗨	36184
妈	36011
两个	35966
不用	35781
地	35498
向	35398
名字	35374
没错	35015
见	34008
世界	33790
沒	33365
记得	33268
住	33258
新	33132
不错	33113
肯定	33061
最好	33033
不行	32963
等等	32945
嘛	32723
出去	32723
么	32274
先	32196
為	32036
亲爱	31933
或	31727
他們	31420
担心	31339
如何	31320
到底	31107
有点	30851
最后	30725
小姐	30706
上帝	30372
认识	30285
會	30165
正在	30153
那样	29969
父亲	29719
高兴	29700
明天	29587
重要	29507
跑	29295
警察	29120
只要	29107
干什么	29067
好像	29033
再见	28825
月	28795
我能	28783
继续	28740
出	28686
今晚	28650
他妈的	28590
回家	28350
它们	28308
多少	28247
电话	28178
听到	27995
干嘛	27736
干	27619
医生	27452
要是	27266
女孩	27105
這	27018
所	27006
讓	26978
马上	26720
过去	26646
以前	26399
儿子	26024
哪儿	25634
说话	25586
买	25518
看起来	25511
一個	25462
完全	25423
该死	25331
美国	25172
怎样	25165
回去	25126
以	24974
却	24940
其他	24825
永远	24688
家伙	24679
之后	24566
怎麼	24413
看见	24365
或者	24021
小心	23400
行	23301
别人	23278
成为	23248
写	23064
不到	22964
情况	22913
送	22802
伙计	22702
一天	22615
玩	22502
见到	22417
放	22359
晚上	22343
喝	22343
总是	22325
好好	22178
琌	22168
号	22150
如此	22150
家	22081
坐	22044
了解	21944
有没有	21883
兄弟	21871
没什么	21850
我来	21764
结束	21743
机会	21719
已	21707
安全	21662
拜托	21530
决定	21480
穿	21460
确定	21435
里面	21222
呃	21202
怎么办	21189
还好	21062
无法	21037
小时	21036
站	21015
清楚	21001
有些	20997
错	20914
這個	20849
帮助	20849
长官	20785
公司	20745
打电话	20621
房子	20426
根本	20419
懂	20399
办法	20396
不管	20313
混蛋	20306
关于	20217
搞	20122
计划	19959
唯一	19772
来说	19688
女儿	19614
看着	19249
宝贝	19208
每个	19176
怎么回事	19113
個	19106
其实	19073
漂亮	19069
黑体	19019
這樣	18925
车	18851
人们	18560
真正	18550
甚至	18542
那边	18527
弄	18497
开	18483
不好	18386
喔	18228
回	18149
进来	18144
裏	17945
夫人	17915
之	17902
ぃ	17778
愿意	17725
麻烦	17699
睡	17644
哇	17641
就要	17547
打算	17525
完	17502
故事	17449
一种	17433
害怕	17332
救	17299
手	17286
房间	17234
由	17218
後	17192
那儿	17180
衣服	17176
枪	17168
母亲	17158
另	17067
下来	17025
听说	17007
不了	16969
注意	16962
改变	16916
这次	16841
這是	16838
没关系	16619
接受	16528
妻子	16483
老	16348
失去	16298
回到	16270
們	16244
以后	16207
话	16044
是否	16033
疯	15996
生命	15984
她们	15939
忙	15931
进去	15918
抓	15901
女士	15858
原因	15775
刚才	15711
保护	15705
是因为	15697
选择	15677
妳	15676
几个	15669
笑	15664
关系	15628
从来	15598
他会	15547
当时	15505
出现	15480
结婚	15436
些	15416
至少	15397
还要	15387
挺	15305
成功	15300
奇怪	15274
虽然	15248
忘	15239
太好了	15230
身上	15206
或许	15103
讲	15099
你們	15091
岁	15080
有个	14999
保证	14953
外面	14930
丈夫	14911
连	14881
国家	14868
整个	14843
特别	14713
那种	14703
不同	14680
著	14630
很快	14613
变成	14586
够	14513
难道	14486
学校	14485
一件	14427
样子	14382
倒	14318
电影	14316
谈谈	14278
危险	14214
开心	14205
别的	14203
这件	14195
才能	14189
闭嘴	14116
正	14078
进行	14067
照片	14032
話	14026
刚刚	14014
而已	13981
完成	13961
誰	13910
ﺎ	13900
方式	13892
做到	13867
爸	13851
因為	13779
声音	13764
第一次	13761
看来	13757
只能	13753
現在	13748
太太	13739
下去	13701
绝对	13694
处理	13648
欢迎	13646
眼睛	13633
通过	13622
行动	13616
啥	13610
感到	13585
最近	13574
聽	13572
各位	13373
这边	13334
待	13330
掉	13302
不好意思	13277
猜	13205
使	13198
作为	13166
于	13164
狗	13101
容易	13098
沒有	13084
直到	13072
求	13007
比赛	12978
像是	12929
麽	12918
從	12889
拉	12869
拍	12859
更好	12856
曾	12776
有趣	12732
就算	12729
活着	12644
不會	12635
ﻟ	12608
努力	12604
帮忙	12603
留下	12597
同意	12596
参加	12581
赢	12509
死亡	12478
每	12476
上面	12451
结果	12437
消息	12436
要求	12421
理解	12391
曾经	12376
打开	12358
收到	12303
照顾	12302
人类	12254
主意	12249
保持	12228
成	12219
杰克	12213
存在	12210
进	12148
高	12148
晚安	12142
确实	12130
全部	12111
靠	12096
呆	12073
起	12073
謝謝	12037
讨厌	12017
俩	12012
硂	11983
突然	11978
多久	11922
老婆	11908
不再	11907
任何人	11846
开玩笑	11833
放在	11830
τ	11827
那個	11822
进入	11815
父母	11806
总统	11765
伤害	11740
時候	11718
回答	11714
一位	11706
三个	11701
所有人	11686
老师	11647
早	11630
除了	11587
派	11563
咱们	11553
自由	11535
可爱	11532
日	11520
抓住	11512
路	11493
谈	11480
简单	11450
身体	11444
想法	11444
早上	11430
這麼	11418
ﺍ	11411
能够	11408
昨晚	11376
哥哥	11336
我爱你	11324
跳	11318
秘密	11306
休息	11286
战争	11237
其中	11221
内	11198
医院	11180
每天	11167
之间	11133
大概	11112
控制	11096
刚	11064
小孩	11047
带来	11037
停止	11019
因此	10993
花	10968
证明	10965
约翰	10953
飞机	10927
替	10892
解释	10884
律师	10850
终于	10832
耶	10824
翻译	10800
调查	10798
告訴	10795
为何	10790
留在	10790
糟糕	10789
任务	10784
武器	10777
家里	10736
头	10733
来自	10728
后面	10717
小子	10711
来到	10687
解决	10671
其他人	10656
家人	10610
坐下	10592
怕	10436
直接	10401
办公室	10400
停	10385
放弃	10365
鬼	10351
別	10349
加油	10326
方法	10285
游戏	10271
即使	10244
本	10179
年轻	10155
大人	10154
使用	10152
卖	10139
老板	10128
水	10119
想想	10110
坐在	10103
目标	10086
变得	10053
可怕	10049
拿到	10038
考虑	9989
个人	9988
开枪	9983
哭	9962
睡觉	9920
請	9917
分钟	9914
想到	9901
等待	9865
音乐	9858
再说	9855
聪明	9807
姑娘	9782
地球	9779
感谢	9755
命令	9746
阻止	9718
一只	9712
消失	9695
喜歡	9675
心	9662
第	9658
冷静	9657
似乎	9654
联系	9637
家庭	9624
痛苦	9617
城市	9606
力量	9584
对于	9573
未来	9572
男孩	9571
三	9565
博士	9538
姐姐	9531
疯狂	9504
报告	9496
放下	9468
昨天	9454
那天	9418
還有	9400
完美	9385
答应	9366
证据	9337
本来	9324
负责	9319
检查	9309
見	9291
已經	9284
一条	9277
厉害	9218
拥有	9212
正常	9210
并且	9209
否则	9190
該	9175
以及	9152
重新	9151
忘记	9136
这位	9110
研究	9106
附近	9088
不然	9080
太棒了	9076
很棒	9070
方正	9061
字幕	9035
脸	9028
者	9006
加入	9001
於	8951
唱	8934
反正	8927
不该	8927
政府	8908
快乐	8904
身边	8875
遇到	8873
這裡	8854
伟大	8835
咖啡	8831
接	8760
仍然	8755
门	8754
开车	8746
代表	8730
陪	8720
若	8704
尸体	8674
比较	8668
一年	8636
紧张	8619
监狱	8605
位置	8592
随便	8571
偷	8570
安排	8561
錢	8553
表演	8547
从没	8544
除非	8535
屁股	8502
這些	8493
酒	8482
恩	8482
老兄	8473
支持	8471
必要	8467
人生	8458
正确	8454
跟着	8433
杀死	8431
交给	8419
叔叔	8418
還是	8415
食物	8401
事实	8394
简直	8389
安静	8375
离	8371
一场	8369
妹妹	8319
斯	8299
美丽	8297
再次	8287
案子	8278
下面	8278
不够	8207
哈	8196
可怜	8177
教	8174
殺	8114
首先	8076
另外	8069
提供	8065
记住	8060
听见	8048
信	8045
国王	8039
面前	8026
几乎	7999
日子	7988
那麼	7979
舒服	7967
原来	7963
再也	7959
操	7948
纽约	7946
早就	7937
逼	7933
有关	7907
放开	7893
信息	7890
星期	7842
不得不	7824
发誓	7803
钥匙	7796
错误	7791
放松	7786
约会	7785
船	7779
打扰	7777
女	7776
手机	7764
二	7751
很大	7721
到处	7708
攻击	7707
一份	7705
第一	7696
建议	7695
日本	7683
理由	7676
事实上	7675
一樣	7663
阿	7657
跳舞	7654
生气	7653
久	7642
试试	7640
信任	7615
此	7594
看过	7593
差不多	7577
原谅	7570
神	7564
经常	7562
的确	7560
ㄓ	7555
之一	7549
幸福	7548
哎	7542
便	7514
马	7513
算	7513
吃饭	7511
璶	7509
正是	7507
不必	7506
最大	7490
幸运	7481
丢	7479
我家	7475
問題	7474
长	7472
東西	7464
而是	7461
住手	7455
动物	7447
弟弟	7435
道歉	7434
严重	7421
人家	7413
坚持	7412
想象	7411
按	7396
礼物	7386
每次	7384
将军	7377
剩下	7345
有事	7343
老爸	7336
幫	7324
系统	7318
全都	7314
组织	7310
我會	7293
敌人	7292
看上去	7290
應該	7288
老天	7276
认真	7265
分	7245
书	7222
往	7217
关心	7207
坏	7205
骗	7203
中国	7199
生意	7187
上去	7173
值得	7170
搞定	7170
寻找	7168
派对	7167
许多	7161
学生	7142
查理	7141
下次	7136
通知	7134
救命	7133
表现	7130
利用	7129
受伤	7120
后来	7115
早上好	7108
精神	7103
居然	7098
受到	7098
大学	7085
那时	7083
既然	7077
几天	7076
有时	7075
米	7064
总	7055
一张	7053
第一个	7048
真相	7043
恨	7033
卡	7019
不知	7016
远	7005
警官	6998
属于	6975
什	6954
い	6951
可不是	6949
怪	6947
一名	6937
怀疑	6934
笨蛋	6930
战斗	6915
承认	6914
馬	6913
法律	6910
别说	6906
简体	6900
记录	6882
见面	6881
能力	6881
足够	6869
帶	6865
瞧	6857
同样	6850
白痴	6847
拒绝	6835
影响	6829
画	6820
其	6817
德	6811
交易	6811
回來	6797
别动	6788
管	6787
开门	6774
意味着	6770
或是	6766
美	6757
教授	6756
享受	6749
時間	6744
喝酒	6743
好多	6743
接下来	6729
開始	6726
腿	6724
走开	6703
合作	6701
女朋友	6691
好吃	6683
事件	6679
出发	6673
酒吧	6669
多么	6668
不如	6668
指	6665
客人	6656
换	6654
梦想	6654
英雄	6644
傻	6604
血	6598
扔	6587
藏	6578
杀人	6563
一会儿	6563
沒事	6555
变	6540
约	6539
行为	6538
头发	6523
适合	6510
穦	6505
恭喜	6494
上次	6489
地狱	6481
不在乎	6475
生	6472
哪个	6467
实在	6467
路上	6462
接近	6457
不准	6456
银行	6456
碰	6454
介绍	6453
一旦	6448
味道	6448
实际上	6445
感受	6437
身份	6432
意外	6416
一般	6415
吓	6408
停下	6399
意义	6397
拜	6396
来看	6392
婊子	6391
梦	6390
学习	6385
同时	6383
不起	6381
呼吸	6380
是从	6370
经历	6367
凶手	6362
目前	6361
威胁	6359
没法	6355
有时候	6354
英国	6336
男	6331
什么样	6322
老大	6320
受	6309
愚蠢	6301
算了	6295
真实	6291
婚礼	6270
在家	6268
允许	6262
军队	6256
电视	6253
一家	6236
灵魂	6232
谢	6223
如	6212
道	6206
究竟	6201
戴	6199
无论	6182
谋杀	6176
立刻	6165
特	6158
躺	6158
试图	6150
客气	6132
文件	6132
敢	6118
慢慢	6112
ﻴ	6111
前面	6110
奶奶	6107
黑	6103
答案	6091
棒	6087
新闻	6086
多谢	6081
可不	6065
ぐ	6059
長	6046
欠	6027
一遍	6017
达	6014
权利	6013
做出	6006
历史	5992
挂	5992
好了吗	5980
意识	5977
追	5972
下午	5971
尝试	5962
乔治	5957
经过	5951
获得	5951
仍	5948
饿	5946
ﺃ	5937
部分	5935
活	5931
當然	5926
队	5925
带走	5925
竟然	5903
ﺮ	5896
失败	5888
一生	5886
黑暗	5883
中心	5875
麦克	5873
警告	5868
大哥	5852
显然	5851
碞	5849
根据	5848
动	5837
不過	5836
自杀	5829
这事	5819
训练	5809
万	5808
令人	5795
ﻣ	5791
难	5788
街	5777
越	5775
搬	5772
好人	5769
少	5760
迟到	5755
恐怕	5741
一杯	5741
病	5734
没用	5729
讨论	5714
爆炸	5713
因	5705
美好	5703
放心	5677
长大	5676
微软	5668
令	5666
没人	5666
辛苦	5661
尽管	5659
美元	5652
吻	5640
收拾	5612
包括	5608
弗兰克	5599
面对	5598
跟我来	5598
公寓	5595
雅黑	5589
邀请	5584
求求	5576
生日	5575
留	5564
法官	5560
方向	5558
一块	5555
法国	5547
一半	5544
借	5533
确认	5519
玩笑	5517
躲	5514
金	5504
病人	5500
目的	5497
公主	5496
一会	5490
我刚	5489
最终	5481
士兵	5467
怎	5465
其它	5463
反对	5462
傻瓜	5460
晚	5455
拿走	5449
那家伙	5447
对方	5442
警方	5440
假	5433
次	5433
不介意	5427
赶快	5427
失望	5426
无	5417
出生	5413
酒店	5411
德国	5408
上班	5393
覺得	5387
要说	5385
造成	5384
破坏	5383
到达	5376
间	5372
巴黎	5364
药	5364
不见	5357
冷	5356
男朋友	5352
想起	5352
老公	5345
教堂	5344
起來	5343
做好	5342
盾	5334
就行了	5334
拯救	5332
祝	5327
字	5327
媽媽	5324
一句	5324
幹	5320
子弹	5318
节目	5314
飞	5307
玛丽	5301
方面	5293
不敢相信	5290
安娜	5288
晚餐	5287
不让	5285
越来越	5283
巨大	5277
很漂亮	5277
伦敦	5275
啤酒	5273
好看	5268
感情	5267
自然	5265
汤姆	5264
一把	5260
一步	5260
逮捕	5260
超过	5258
時	5248
赶紧	5230
炸弹	5218
全	5218
将会	5217
主人	5204
可惜	5202
算是	5196
上校	5188
家族	5184
猫	5181
哥们	5178
恶心	5177
陛下	5160
从未	5160
球	5150
彼得	5144
通常	5143
名	5142
只会	5142
撒谎	5141
兴趣	5130
旅行	5117
吹	5116
雷	5115
没想到	5109
比如	5102
人民	5097
穿着	5095
干净	5088
不少	5088
回事	5082
提	5081
滚	5075
克	5071
用来	5071
队长	5065
公平	5064
愉快	5057
不幸	5056
ﻳ	5051
选	5025
好不好	5024
电脑	5022
火车	5021
有意思	5017
乔	5015
抱	5011
干得	5010
说得对	5001
ﻧ	5000
ﺪ	4997
爱情	4997
还给	4992
加	4987
校对	4984
一边	4982
宇宙	4973
请问	4964
一點	4964
死去	4963
心情	4960
撞	4952
明显	4951
不敢	4947
找个	4946
现场	4938
一部分	4937
ﻨ	4928
失踪	4922
未	4921
毁	4916
垃圾	4910
十分	4907
愛	4907
相当	4901
の	4900
這兒	4897
鱼	4889
接着	4886
不可	4877
同	4869
健康	4867
提醒	4866
包	4865
测试	4865
随时	4854
事儿	4853
遗憾	4851
犯罪	4845
治疗	4843
狗屎	4842
這種	4835
命	4832
太阳	4831
你别	4817
习惯	4815
大卫	4798
怪物	4795
靠近	4792
反应	4790
某个	4789
意见	4784
蛋糕	4783
时刻	4783
于是	4777
床上	4775
责任	4773
充满	4769
热	4769
多年	4767
楷体	4765
亨利	4763
心里	4758
说谎	4756
自	4755
见鬼	4753
份	4749
干吗	4749
脚	4744
祈祷	4742
疯子	4737
差点	4735
我该	4725
好极了	4725
说真的	4723
ﻮ	4721
活动	4715
块	4710
对付	4708
命运	4704
醫生	4698
查	4697
罗马	4691
發生	4691
同志	4688
臭	4683
必須	4680
照	4678
服务	4668
糟	4662
尊重	4659
关闭	4653
準備	4650
期待	4646
号码	4635
资料	4627
て	4623
机器	4623
读	4623
盯	4621
关	4612
办	4611
天使	4608
去过	4608
难过	4604
快點	4598
记忆	4594
女士们	4591
過來	4590
线索	4590
正好	4588
秒	4588
表示	4587
脑袋	4583
爷爷	4581
探员	4579
移动	4571
错过	4565
旁边	4546
留下来	4542
彼此	4530
社会	4527
好事	4524
跟踪	4521
唔	4517
尼克	4515
疼	4511
弧	4510
及	4509
不断	4508
た	4508
私人	4501
嘴	4495
上床	4494
好玩	4493
神父	4474
周围	4472
就让	4470
自从	4459
叫做	4456
主要	4456
这场	4453
创造	4451
无聊	4445
作品	4444
制作	4437
干杯	4433
保罗	4426
装	4416
第二	4400
四个	4396
法庭	4395
设计	4392
干掉	4388
稱	4386
这点	4381
压力	4378
轻松	4377
哥	4364
上车	4363
说明	4362
谈论	4356
與	4355
超级	4353
停下来	4352
抢	4351
区	4349
要么	4346
两	4345
速度	4345
有钱	4338
确保	4326
詹姆斯	4326
手上	4325
周末	4321
没见	4308
警长	4307
袭击	4305
感覺	4305
主	4303
刀	4297
咬	4290
上来	4281
尤其	4270
你家	4263
船长	4262
浪费	4252
怎麼樣	4247
怀孕	4247
婚姻	4245
副	4241
信号	4240
天堂	4236
恐怖	4236
角色	4234
心脏	4231
恐惧	4229
赚	4222
很难	4214
去世	4213
性感	4213
记者	4211
笵	4209
離開	4206
嘘	4206
客户	4194
由于	4193
庆祝	4187
嫁给	4187
总之	4186
惊喜	4184
土地	4184
更加	4182
四	4182
出來	4179
安	4179
处	4168
会议	4167
女性	4165
技术	4163
送到	4160
年轻人	4158
官	4156
地址	4154
困难	4154
惹	4153
件	4149
在乎	4146
和平	4142
制造	4140
离婚	4138
認為	4138
那好	4133
似的	4127
非常感谢	4123
同学	4122
请求	4121
看不到	4118
常	4112
动作	4108
不停	4107
今年	4107
歌	4105
演出	4104
参与	4101
艾	4101
逃跑	4100
一点点	4098
香港	4097
汽车	4097
杀手	4095
提到	4086
兴奋	4083
丹尼	4083
剩	4083
毒品	4075
史	4075
踢	4070
分手	4067
问问	4059
做爱	4059
马克	4057
一群	4053
好处	4051
宝宝	4048
森林	4048
赢得	4043
生存	4038
厕所	4032
な	4025
荣幸	4025
报警	4023
地上	4023
送给	4017
喝一杯	4014
世上	4013
想念	4005
这会	4004
大约	4004
可恶	4002
合适	4001
普通	3991
天才	3990
生物	3990
之中	3988
肉	3985
妓女	3982
尽快	3982
报纸	3979
俱乐部	3979
提出	3975
正式	3970
洗	3969
政治	3967
从不	3964
一辈子	3961
取消	3956
两年	3955
监视	3953
产生	3953
犹太人	3953
玩意	3951
班	3949
搞砸	3942
只不过	3941
显示	3939
价值	3935
带到	3932
吉姆	3930
恶魔	3924
一周	3918
状况	3914
那位	3911
辦	3910
作	3904
建立	3891
山姆	3888
高中	3887
娶	3886
ﻲ	3883
说实话	3881
去年	3876
厨房	3874
特殊	3873
黑人	3873
邪恶	3872
勇敢	3866
不算	3865
石头	3863
等到	3857
假装	3853
运动	3850
介意	3848
转	3846
兩個	3844
手下	3844
两天	3834
摆	3833
印度	3833
耶稣	3833
手指	3831
思考	3829
累	3826
沒錯	3821
机场	3819
茶	3818
地点	3818
恢复	3815
夜晚	3809
帽子	3808
执行	3803
比尔	3802
输	3800
时代	3798
状态	3795
餐厅	3792
人会	3791
ﻠ	3786
呵呵	3784
ﺘ	3783
意大利	3782
犯	3779
背叛	3776
魔鬼	3775
情报	3775
人员	3773
专家	3772
那樣	3770
了不起	3769
店	3766
不怕	3764
骄傲	3764
哎呀	3761
差	3759
唱歌	3759
学	3756
站住	3753
眔	3753
之类	3753
满足	3749
所说	3747
吉米	3747
も	3745
停车	3744
现实	3743
牺牲	3743
胜利	3742
好消息	3731
见过	3729
条	3725
引起	3722
醒来	3720
猪	3717
一辆	3716
下车	3714
不许	3713
颜色	3713
有用	3707
暂时	3707
投票	3703
证人	3701
想像	3701
鸟	3698
全世界	3693
買	3692
迈克	3691
拍摄	3686
冒险	3686
部队	3685
王子	3684
ﻫ	3681
发展	3680
顺利	3679
甜心	3675
谈话	3673
開	3672
不去	3670
吸血鬼	3670
筁	3670
张	3669
ﻤ	3665
吸引	3665
还会	3664
字幕组	3664
动手	3661
老实	3661
比利	3655
它会	3653
一段	3651
激动	3651
条件	3647
白	3641
特工	3638
爬	3631
光	3629
五	3629
早餐	3627
追踪	3626
發現	3625
废话	3623
演员	3621
哼	3621
亲自	3619
一个月	3616
所谓	3616
听听	3614
复杂	3613
学会	3608
距离	3602
同性恋	3597
係	3597
外	3591
发	3591
这份	3590
好笑	3588
碰到	3584
受不了	3584
醒醒	3582
做些	3581
成员	3580
想着	3579
绑架	3578
即将	3578
发射	3574
抽	3571
威尔	3568
真是太	3567
痛	3565
魔法	3565
这才	3551
莎拉	3548
把手	3548
分享	3548
ㄆ	3544
我覺	3540
年前	3539
冲	3531
然而	3531
感激	3529
同事	3528
收	3528
神秘	3525
上尉	3518
面	3515
搭	3515
难以置信	3511
迈克尔	3510
哈利	3510
车里	3510
傢	3509
桌子	3502
禁止	3498
一段时间	3494
交流	3490
带上	3489
放手	3486
临	3486
英里	3486
几年	3484
安妮	3483
公园	3481
边	3476
别管	3474
克里斯	3473
非	3467
早安	3463
中间	3463
癸	3462
整天	3462
我想	3461
巧克力	3455
找出	3455
强大	3453
受害者	3449
某些	3448
后悔	3448
您好	3445
一分钟	3444
精彩	3444
有點	3443
卡尔	3437
睡着	3436
果然	3436
人人	3432
基地	3432
两位	3430
一片	3430
时间轴	3428
单独	3420
名单	3420
病毒	3417
过程	3414
急	3411
左右	3410
生病	3408
种	3406
人物	3406
尿	3403
戒指	3397
自我	3394
立即	3392
女生	3389
星球	3385
变化	3383
卡车	3381
怎樣	3380
空间	3376
穿过	3374
象	3373
旅馆	3373
打死	3372
观众	3368
依然	3367
做事	3367
三年	3366
ﺑ	3365
他来	3365
火	3363
乐队	3362
飞行	3357
接到	3349
る	3348
两次	3348
导演	3348
满意	3346
認識	3341
导致	3339
要死	3337
接触	3334
折磨	3328
骗子	3328
明星	3327
经验	3327
小伙子	3326
ﺗ	3323
前进	3322
西	3321
美女	3320
一部	3318
性	3315
至	3314
好运	3314
尽力	3314
密码	3311
赌	3307
刺激	3303
以来	3303
承诺	3303
艺术	3302
子	3301
耍	3299
让开	3294
烧	3294
明明	3294
惊讶	3293
免费	3292
案件	3290
女孩子	3290
天呐	3290
惩罚	3285
释放	3285
吵	3285
位	3279
顺便	3279
无辜	3275
老鼠	3275
采取	3274
联络	3269
展示	3269
无关	3268
卻	3268
箱子	3267
挑战	3266
讲话	3265
练习	3265
点儿	3264
从来不	3262
楼上	3262
擔心	3259
实现	3256
脖子	3253
理论	3247
关键	3247
電話	3246
聚会	3245
推	3245
洛杉矶	3244
方便	3242
耳朵	3241
数字	3241
世纪	3241
奇迹	3235
各种	3235
窗户	3235
罪犯	3234
破	3233
呼叫	3233
气	3229
仅仅	3228
手术	3225
说服	3224
死定了	3222
清理	3222
宣布	3221
启动	3220
能量	3219
分开	3219
车子	3217
室	3215
ネ	3212
加上	3212
车上	3211
印象	3204
天空	3203
天气	3201
小时候	3201
游泳	3201
拜拜	3200
滚开	3198
大部分	3198
教练	3194
に	3193
哟	3192
我用	3188
集	3187
阿姨	3186
估计	3186
科学	3185
而言	3183
乐意	3180
鼻子	3178
不錯	3177
地区	3177
塔	3177
杀害	3176
孤独	3176
声	3174
拿来	3173
寫	3173
喝点	3172
夏天	3172
十年	3171
如今	3168
某人	3166
元	3165
不像	3163
欧洲	3163
船上	3160
ﻋ	3157
肚子	3156
大声	3156
手里	3154
红色	3153
婴儿	3152
旧	3151
环境	3151
团队	3150
神奇	3149
年纪	3145
唉	3145
瞧瞧	3143
熊	3140
年代	3137
上学	3137
大量	3136
快去	3136
伤心	3136
何时	3133
别忘了	3133
紧急	3133
布	3133
暴力	3130
付出	3127
尽量	3126
太多	3126
伤	3121
互相	3120
繼續	3118
无论如何	3117
空气	3115
邻居	3114
某种	3113
想过	3112
他人	3112
规则	3110
我妈	3107
司机	3105
好奇	3105
城	3105
打破	3103
信仰	3101
ﻌ	3100
不可思议	3095
ﺔ	3093
付	3090
持续	3090
逃	3088
朝	3087
无所谓	3084
协议	3076
父親	3075
假如	3072
阁下	3071
愿	3069
打赌	3069
城堡	3067
退后	3066
说不定	3063
菜	3059
彻底	3059
地图	3057
牧师	3055
墨西哥	3054
词	3050
重复	3048
犯人	3047
我爸	3046
妓	3046
运气	3045
不太	3042
华文	3041
早晨	3040
幹什麼	3033
一对	3029
小孩子	3028
相同	3027
裤子	3023
聊	3022
规矩	3022
到来	3020
真棒	3018
逃走	3018
近	3016
程序	3015
发出	3014
趴下	3010
白人	3007
本书	3006
中尉	3005
不肯	3003
街上	3002
託	2999
揍	2996
度	2996
給我	2994
伙	2993
打架	2992
这太	2992
ﻭ	2991
女王	2986
錯	2984
救救	2983
三天	2983
尽	2981
午餐	2979
则	2979
看法	2977
喝醉	2976
一支	2975
权力	2975
也好	2971
留言	2971
床	2970
脸上	2967
摧毁	2966
全是	2965
故意	2962
山	2962
罗	2961
打败	2961
哪裡	2960
背后	2958
人来	2957
远离	2957
狼	2957
毕竟	2956
警探	2955
洗澡	2949
黑色	2948
痷	2948
便宜	2945
大多数	2943
伪	2940
行李	2939
别碰	2939
毫无	2937
线	2932
一人	2931
蓝色	2930
浪漫	2930
亲	2926
起床	2925
很少	2925
大脑	2923
师父	2923
殿下	2923
指控	2922
道理	2921
擦	2919
尖叫	2919
爵士	2918
冠军	2917
场	2915
按照	2914
重点	2909
教育	2907
知不知道	2907
一堆	2904
前往	2904
对待	2904
空	2901
进展	2899
醒	2899
有所	2894
ﻦ	2894
大叔	2893
仔细	2890
半	2889
票	2888
娜	2888
祝你好运	2888
护士	2888
一颗	2887
既	2886
罗斯	2886
摸	2885
战士	2883
太空	2882
申请	2879
太久	2872
勇气	2871
万岁	2871
组	2869
重	2867
委员会	2860
强	2860
付钱	2859
面包	2858
不仅	2857
ﻘ	2855
关注	2855
不久	2852
看不见	2851
万一	2848
熟悉	2845
正如	2845
笑话	2844
法	2843
